CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,is_attrited,cluster,segment,pca_x,pca_y
710806083,Existing Customer,50,F,1,Uneducated,Unknown,Less than $40K,Silver,36,4,2,2,11888.0,2090,9798.0,0.7,1137,30,0.765,0.176,0,0,Silent Users,-1.3691499324903649,-1.1376712560112723
714752208,Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,2,2393.0,1985,408.0,0.788,978,16,0.778,0.83,0,4,Deal Hunters,-2.58528716293752,0.9557844316732951
822063408,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,39,5,1,2,6111.0,2517,3594.0,0.632,1221,16,2.2,0.412,0,0,Silent Users,-2.062768311478916,-0.31070466160554655
714490308,Existing Customer,57,M,4,Graduate,Married,$80K - $120K,Blue,46,3,2,3,19270.0,1662,17608.0,1.186,1565,28,1.545,0.086,0,3,Premium Customers,-1.012414730247753,-1.8666516839220548
713356833,Existing Customer,52,M,1,Graduate,Married,$80K - $120K,Blue,43,3,1,4,3710.0,2517,1193.0,1.541,1578,34,0.7,0.678,0,4,Deal Hunters,-1.8085335253994805,0.7734801706442811
711402333,Existing Customer,47,M,2,Doctorate,Single,Less than $40K,Blue,37,2,1,3,3235.0,797,2438.0,0.541,1493,32,1.0,0.246,0,0,Silent Users,-1.5360430046528748,-0.2865580239680707
708296883,Existing Customer,44,F,3,Graduate,Single,$40K - $60K,Blue,38,3,1,0,11749.0,788,10961.0,0.688,1178,27,0.929,0.067,0,0,Silent Users,-1.2933140614747323,-1.400612098192796
719154483,Existing Customer,53,M,2,High School,Divorced,$60K - $80K,Blue,36,5,3,2,7753.0,2100,5653.0,0.839,991,26,0.733,0.271,0,1,At-Risk Customers,-1.7896155999028716,-0.7156500250890279
717721458,Existing Customer,45,M,4,College,Divorced,$60K - $80K,Blue,40,5,1,0,10408.0,1186,9222.0,1.689,2560,42,1.211,0.114,0,0,Silent Users,-0.7012053143790398,-0.9010263347857395
711112683,Existing Customer,63,F,1,College,Married,Unknown,Blue,36,6,2,3,3967.0,1568,2399.0,1.236,1657,29,1.231,0.395,0,0,Silent Users,-1.7473660350467284,-0.03391932135481754
715674483,Existing Customer,39,F,2,Post-Graduate,Single,Less than $40K,Blue,27,4,2,2,6205.0,2517,3688.0,0.939,1204,19,0.727,0.406,0,0,Silent Users,-2.0397271064641997,-0.325364678767248
789322833,Attrited Customer,48,F,5,High School,Married,Less than $40K,Blue,38,1,3,3,8025.0,0,8025.0,0.654,673,18,0.8,0.0,1,1,At-Risk Customers,-1.8338119282967489,-1.528008408825077
789968058,Existing Customer,51,M,1,Unknown,Single,$120K +,Blue,42,6,2,3,9036.0,2327,6709.0,0.649,1131,18,0.636,0.258,0,0,Silent Users,-1.8612050257652464,-0.9019790544862539
709919283,Existing Customer,54,M,4,Graduate,Married,$80K - $120K,Blue,34,2,3,2,14926.0,2517,12409.0,1.996,1576,25,1.5,0.169,0,1,At-Risk Customers,-1.3721977257813558,-1.4360198934135018
718744008,Existing Customer,59,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,3,6335.0,1128,5207.0,0.397,1217,20,0.667,0.178,0,0,Silent Users,-1.8158742991098888,-0.8796096936942129
767712558,Attrited Customer,59,M,1,College,Single,$60K - $80K,Blue,53,2,3,3,14979.0,0,14979.0,0.71,530,10,1.0,0.0,1,1,At-Risk Customers,-1.840990898077065,-2.1244834100375636
712950783,Attrited Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,38,3,2,3,2732.0,0,2732.0,0.76,739,16,0.455,0.0,1,0,Silent Users,-1.9928083255587394,-1.1530382016095186
716104983,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,32,6,3,2,2250.0,2117,133.0,1.162,1617,31,2.875,0.941,0,4,Deal Hunters,-2.277241515132825,1.4161249764370327
818839983,Existing Customer,55,M,2,Graduate,Married,$120K +,Blue,50,3,2,0,10916.0,1536,9380.0,1.317,1592,34,1.0,0.141,0,0,Silent Users,-1.1757561989226828,-1.0731590725692646
772288758,Existing Customer,47,F,4,Graduate,Married,Unknown,Blue,36,4,1,3,5349.0,1228,4121.0,0.728,1343,30,1.308,0.23,0,0,Silent Users,-1.534058470923842,-0.5082362790906426
712350858,Existing Customer,41,M,2,High School,Married,$80K - $120K,Blue,24,4,1,3,9366.0,1104,8262.0,0.572,1303,39,0.625,0.118,0,0,Silent Users,-1.067529578877036,-0.9412927872882131
711009708,Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue,28,5,1,0,21617.0,0,21617.0,1.047,1351,22,0.467,0.0,0,3,Premium Customers,-1.0019994208927223,-2.301477809628804
712720158,Existing Customer,68,M,1,Graduate,Married,Unknown,Blue,56,5,2,3,13860.0,1652,12208.0,1.255,1910,32,1.909,0.119,0,0,Silent Users,-1.0487928971755869,-1.3364461493836486
712215258,Existing Customer,50,F,1,Graduate,Single,$40K - $60K,Silver,31,2,2,3,18386.0,0,18386.0,0.868,1298,22,0.571,0.0,0,3,Premium Customers,-1.1859054262110313,-2.114988400684777
773827008,Existing Customer,47,M,4,Uneducated,Single,$60K - $80K,Blue,41,6,2,2,2405.0,1540,865.0,0.469,1087,29,1.231,0.64,0,4,Deal Hunters,-2.1162482319357827,0.6381436367657499
795232683,Existing Customer,53,F,1,College,Married,Less than $40K,Blue,47,4,2,3,2154.0,930,1224.0,2.121,1439,26,1.364,0.432,0,4,Deal Hunters,-1.9640845226353953,0.12729570095824233
713786508,Existing Customer,42,F,5,Unknown,Married,$40K - $60K,Blue,36,3,3,3,2038.0,0,2038.0,0.786,1238,28,0.75,0.0,0,1,At-Risk Customers,-1.6567757634710536,-0.9438779963682676
713539833,Existing Customer,48,F,4,High School,Single,$40K - $60K,Blue,38,6,1,3,8135.0,0,8135.0,1.373,1716,29,0.812,0.0,0,0,Silent Users,-1.2015062962953638,-1.2541053741970107
712454058,Existing Customer,49,M,1,Doctorate,Married,$120K +,Blue,38,6,1,3,9364.0,618,8746.0,0.554,1099,27,0.8,0.066,0,0,Silent Users,-1.3894397433655423,-1.2437828046778328
718759833,Existing Customer,44,F,2,Uneducated,Married,Unknown,Silver,35,4,3,2,32643.0,0,32643.0,1.3,1058,24,2.429,0.0,0,3,Premium Customers,-0.754690371965458,-3.11914583444016
718803333,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,34,2,3,1,3195.0,1954,1241.0,0.971,1285,29,0.706,0.612,0,4,Deal Hunters,-2.0903179671783416,0.4949996679383394
720253908,Existing Customer,56,M,0,High School,Married,$80K - $120K,Blue,43,5,2,1,2852.0,1024,1828.0,1.009,1651,28,1.0,0.359,0,0,Silent Users,-1.7837736757260692,-0.059289051405458155
714133158,Existing Customer,59,F,1,College,Single,Unknown,Blue,36,2,3,3,4224.0,1305,2919.0,0.852,1152,31,0.824,0.309,0,1,At-Risk Customers,-1.7748098169061948,-0.3012781090003175
713187033,Existing Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,36,3,2,2,20459.0,2071,18388.0,1.248,1767,38,2.167,0.101,0,3,Premium Customers,-0.67373996878348,-1.763890354681251
714791208,Existing Customer,47,F,4,Unknown,Divorced,Less than $40K,Blue,41,6,5,3,3482.0,2114,1368.0,0.508,1039,24,0.263,0.607,0,1,At-Risk Customers,-2.3862688242815264,0.31400110822520116
772426383,Existing Customer,50,F,4,Uneducated,Married,$40K - $60K,Blue,40,5,2,3,3065.0,1570,1495.0,1.077,1130,28,1.333,0.512,0,4,Deal Hunters,-2.0058412044534153,0.26778800123795665
710975883,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43,3,1,2,2185.0,1761,424.0,0.682,1645,30,0.429,0.806,0,4,Deal Hunters,-2.062453132831753,1.1431846488292656
714264408,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,36,4,1,0,1611.0,746,865.0,0.993,1413,29,0.706,0.463,0,0,Silent Users,-1.869102214960228,0.31236828042347664
715827858,Existing Customer,58,F,4,Uneducated,Married,Less than $40K,Blue,47,3,3,3,2822.0,2173,649.0,1.456,1218,23,2.286,0.77,0,4,Deal Hunters,-2.410276805834175,0.8232791576310545
713741358,Attrited Customer,46,M,5,Graduate,Single,$80K - $120K,Blue,33,6,3,3,32975.0,2517,30458.0,0.658,597,17,0.7,0.076,1,3,Premium Customers,-1.0865470092896437,-3.0797430759941444
709531908,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,47,5,2,2,1438.3,0,1438.3,0.776,2184,53,0.828,0.0,0,0,Silent Users,-0.7514619796038384,-0.47139716963192796
716493408,Existing Customer,45,F,4,Uneducated,Divorced,Unknown,Blue,36,4,3,3,15875.0,1719,14156.0,0.86,1592,37,1.467,0.108,0,1,At-Risk Customers,-0.9606856210065742,-1.4883427966038274
714141108,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,45,6,3,3,6703.0,893,5810.0,0.567,1388,28,0.75,0.133,0,1,At-Risk Customers,-1.5787112286243712,-0.9292881676313781
708953883,Attrited Customer,53,M,2,Unknown,Married,$80K - $120K,Blue,36,2,2,1,3212.0,0,3212.0,0.713,757,20,0.25,0.0,1,0,Silent Users,-1.864489215081024,-1.1310336288008829
712608783,Existing Customer,50,M,2,High School,Married,$80K - $120K,Silver,45,3,1,3,34516.0,1260,33256.0,0.588,1504,34,0.789,0.037,0,3,Premium Customers,-0.2369210883338795,-2.9281307074476084
820353558,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,36,4,1,2,9797.0,1434,8363.0,0.644,1503,34,0.478,0.146,0,0,Silent Users,-1.1724445806976445,-0.9567235887176861
714964758,Existing Customer,45,F,5,Graduate,Divorced,$40K - $60K,Blue,36,5,2,2,10400.0,1777,8623.0,0.791,1105,28,0.867,0.171,0,0,Silent Users,-1.4762928861215043,-1.0764086532917916
716264358,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,42,2,1,2,26792.0,1836,24956.0,1.432,2398,47,0.88,0.069,0,3,Premium Customers,-0.00016175130397213448,-2.083956270357659
717296808,Existing Customer,67,F,1,Graduate,Married,Less than $40K,Blue,56,4,3,2,3006.0,2517,489.0,2.053,1661,32,1.0,0.837,0,4,Deal Hunters,-2.1291369037627863,1.1250854817692781
712977183,Existing Customer,57,F,2,Uneducated,Single,$40K - $60K,Silver,36,6,3,0,19482.0,1072,18410.0,0.706,1421,22,1.444,0.055,0,3,Premium Customers,-1.2332851219564374,-2.080369670063711
710829108,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,3356.0,985,2371.0,0.35,999,28,0.556,0.294,0,0,Silent Users,-1.8401013765597616,-0.2958251131593915
779562633,Existing Customer,45,M,2,Uneducated,Married,$40K - $60K,Blue,34,3,2,1,5771.0,2248,3523.0,1.791,1387,18,0.8,0.39,0,0,Silent Users,-2.03250990259445,-0.33633968260680025
715315833,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,11106.0,2107,8999.0,0.948,1243,24,1.0,0.19,0,0,Silent Users,-1.549360612172177,-1.1234225515357321
815500983,Existing Customer,59,F,1,Uneducated,Married,Less than $40K,Blue,54,5,3,0,2890.0,2001,889.0,1.334,1860,36,1.0,0.692,0,4,Deal Hunters,-1.8650605468485986,0.8440136983864432
719360583,Existing Customer,53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,3380.0,1701,1679.0,0.747,1502,25,1.273,0.503,0,4,Deal Hunters,-1.996052797664354,0.20765009760306907
709701558,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,21331.0,1251,20080.0,0.949,1460,50,1.083,0.059,0,3,Premium Customers,-0.28077788431628475,-1.7524092614785285
721148358,Existing Customer,49,F,3,Uneducated,Single,Unknown,Blue,38,6,2,1,12860.0,0,12860.0,0.646,1348,27,0.286,0.0,0,0,Silent Users,-1.2294374491190236,-1.6634204550384941
779862408,Existing Customer,49,M,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,1,0,6278.0,462,5816.0,1.161,1087,33,0.941,0.074,0,0,Silent Users,-1.3412994781606955,-0.9313114790315049
812627208,Existing Customer,60,F,0,College,Single,Less than $40K,Blue,55,5,1,3,1438.3,738,700.3,0.782,1226,33,0.571,0.513,0,0,Silent Users,-1.8448353368548303,0.48879975259829317
711033408,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,5,1,2,9355.0,1626,7729.0,0.701,1230,28,0.867,0.174,0,0,Silent Users,-1.4268911868932932,-0.9561134317042306
779956608,Existing Customer,41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,20758.0,0,20758.0,0.688,1555,32,0.684,0.0,0,3,Premium Customers,-0.7204250471295661,-2.094229586879476
780376683,Existing Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,14612.0,1976,12636.0,1.768,1827,24,3.0,0.135,0,1,At-Risk Customers,-1.3325856397992686,-1.4950391887289958
717912483,Existing Customer,43,M,4,Graduate,Unknown,$80K - $120K,Blue,27,5,2,0,27259.0,0,27259.0,0.731,1376,35,0.591,0.0,0,3,Premium Customers,-0.515177981632483,-2.546312413886931
714454758,Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,47,4,2,3,6347.0,1594,4753.0,0.896,1771,37,0.762,0.251,0,0,Silent Users,-1.3070850116097328,-0.43617538765731845
780466533,Existing Customer,54,M,3,Doctorate,Married,$120K +,Blue,41,3,3,0,21592.0,1676,19916.0,1.097,1873,52,0.529,0.078,0,3,Premium Customers,-0.27888332755727685,-1.7356293120324837
715735233,Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,3449.0,1598,1851.0,0.971,1679,42,0.556,0.463,0,0,Silent Users,-1.401941893392382,0.37816823635801017
720476733,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,34,2,1,2,6028.0,799,5229.0,0.819,1002,22,0.571,0.133,0,0,Silent Users,-1.7136736063649447,-0.9230717518351937
715872333,Existing Customer,41,M,0,High School,Unknown,$120K +,Blue,36,3,2,3,18214.0,1998,16216.0,0.829,1344,21,1.1,0.11,0,3,Premium Customers,-1.3014294019832084,-1.8436459133788994
712375758,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,16393.0,1423,14970.0,1.642,1461,42,0.75,0.087,0,1,At-Risk Customers,-0.8156622626321927,-1.5166759442913418
708868233,Attrited Customer,68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,1438.3,900,538.3,0.743,760,21,0.615,0.626,1,4,Deal Hunters,-2.4815670394318,0.5085782206403257
718030083,Existing Customer,59,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,7871.0,1687,6184.0,1.242,1428,22,1.444,0.214,0,0,Silent Users,-1.6347163226670296,-0.8236966399501122
720707283,Existing Customer,48,M,4,Unknown,Married,$80K - $120K,Blue,36,5,3,0,5288.0,866,4422.0,0.869,1777,42,0.75,0.164,0,1,At-Risk Customers,-1.1973224377214433,-0.5417109290413558
771698658,Existing Customer,44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,11376.0,2006,9370.0,0.619,1302,27,0.8,0.176,0,1,At-Risk Customers,-1.6250318576870695,-1.2305168060316223
748326258,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,41,4,5,3,12302.0,1632,10670.0,1.509,1483,41,0.519,0.133,0,1,At-Risk Customers,-1.1427863359025443,-1.1994181105885091
770817783,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,33,3,2,1,34516.0,1679,32837.0,0.623,1060,27,0.5,0.049,0,3,Premium Customers,-0.586657275522802,-3.0546196815966282
779353083,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,34516.0,1468,33048.0,0.505,1330,32,0.684,0.043,0,3,Premium Customers,-0.39330983340478964,-2.9844402932027854
711441333,Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,10514.0,1580,8934.0,0.504,1229,27,0.8,0.15,0,0,Silent Users,-1.4577409472269123,-1.1412545703383608
719808558,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,43,2,4,3,1438.3,0,1438.3,0.707,886,27,0.421,0.0,1,1,At-Risk Customers,-1.8364116880579455,-0.971630330771529
711551958,Attrited Customer,59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,1438.3,0,1438.3,0.688,844,24,0.5,0.0,1,1,At-Risk Customers,-1.8627982439740622,-0.9820003339683435
809164083,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,2619.0,1779,840.0,1.259,1450,37,0.947,0.679,0,4,Deal Hunters,-1.7904076018055428,0.8832881716921769
820596183,Existing Customer,58,M,2,College,Married,$120K +,Blue,53,2,3,0,24407.0,2395,22012.0,1.071,2311,48,0.714,0.098,0,3,Premium Customers,-0.22198834999788866,-1.9061239062294606
715999608,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,4,1,2,2377.0,1649,728.0,0.93,1378,26,1.167,0.694,0,4,Deal Hunters,-2.123341495716993,0.783824510038686
710565408,Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,2,3,34516.0,1359,33157.0,1.327,1033,26,1.364,0.039,0,3,Premium Customers,-0.6107187951676308,-3.094395162003036
805543158,Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47,5,3,3,11086.0,2207,8879.0,0.869,1523,40,1.105,0.199,0,1,At-Risk Customers,-1.1322710574571853,-0.8989011125451473
709752183,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,11432.0,2517,8915.0,0.615,1374,37,0.762,0.22,0,0,Silent Users,-1.1852624501641604,-0.8885136992039906
716479233,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,13258.0,1721,11537.0,0.908,1080,21,1.333,0.13,0,1,At-Risk Customers,-1.602231596436207,-1.5028348476522675
713837058,Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,2571.0,1955,616.0,0.531,1234,24,0.714,0.76,0,4,Deal Hunters,-2.317166923521377,0.8633515620665648
718876683,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,31,5,2,0,5781.0,1168,4613.0,0.638,1600,32,0.455,0.202,0,0,Silent Users,-1.454612261677885,-0.5959158271785795
770746908,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,1,2,7872.0,2509,5363.0,0.971,1155,32,0.882,0.319,0,0,Silent Users,-1.5045372721267727,-0.44893109670632336
794843883,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,1,2,34516.0,1202,33314.0,0.603,1353,33,0.737,0.035,0,3,Premium Customers,-0.29191787522548357,-2.956307405458286
803043933,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,11127.0,1835,9292.0,2.368,1546,25,1.273,0.165,0,0,Silent Users,-1.378283300796253,-1.1203152737632247
758076408,Existing Customer,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1857.0,1603,254.0,0.579,1590,43,1.263,0.863,0,4,Deal Hunters,-1.7795886106917893,1.4773897667568014
714606558,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1913.0,1272,641.0,1.008,1448,22,1.0,0.665,0,4,Deal Hunters,-2.2097481814354274,0.6952422196057582
778425408,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,24,5,3,0,3839.0,2295,1544.0,0.569,1271,24,0.714,0.598,0,4,Deal Hunters,-2.1948950112007886,0.34793105410180786
714171108,Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,2115.0,1141,974.0,0.616,1223,20,0.538,0.539,0,4,Deal Hunters,-2.2593545053407964,0.297719499812093
719662458,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,1438.3,679,759.3,0.859,1117,29,1.071,0.472,0,4,Deal Hunters,-2.0035768214562375,0.2943823907625947
713137233,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28,4,3,0,27756.0,1789,25967.0,0.75,994,24,0.846,0.064,0,3,Premium Customers,-0.9874686819747308,-2.6293382014782987
769425858,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32,4,1,2,1438.3,0,1438.3,0.81,1468,26,0.625,0.0,0,0,Silent Users,-1.5601702588831894,-0.8490030244477219
711297483,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,13878.0,2222,11656.0,0.853,1658,38,0.357,0.16,0,1,At-Risk Customers,-1.0953117737782017,-1.2380922418530893
788900883,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,3106.0,1304,1802.0,0.604,1368,38,0.407,0.42,0,0,Silent Users,-1.5471541737824723,0.22219021724022395
758348808,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,4,3,3,34516.0,1666,32850.0,0.613,1218,18,0.8,0.048,0,3,Premium Customers,-0.8619107516823439,-3.2009625954196994
772336458,Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,4,3,1438.3,1025,413.3,0.838,702,12,0.714,0.713,1,4,Deal Hunters,-2.872352566076775,0.5642250568600014
708711483,Existing Customer,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,18871.0,1740,17131.0,1.727,1516,21,2.0,0.092,0,1,At-Risk Customers,-1.2934569317946891,-1.9547627621005972
717906783,Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,29,5,2,2,5207.0,1748,3459.0,1.073,1310,26,1.0,0.336,0,0,Silent Users,-1.8051224553277687,-0.3271398758573034
719437908,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2,2,17965.0,1644,16321.0,0.921,1767,50,0.923,0.092,0,3,Premium Customers,-0.42628197354318836,-1.4522861259019149
769433508,Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37,6,3,3,2733.0,1819,914.0,0.767,933,25,0.923,0.666,0,4,Deal Hunters,-2.328357565734406,0.5826460766674108
790096533,Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48,4,3,2,8863.0,1301,7562.0,1.207,1512,27,1.455,0.147,0,1,At-Risk Customers,-1.5193819246117044,-1.049265093941642
720997383,Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1857.0,1833,24.0,0.723,829,17,0.7,0.987,1,4,Deal Hunters,-2.862610979228455,1.3163082295567787
787541883,Existing Customer,44,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,3,3,34516.0,0,34516.0,0.483,1120,27,0.35,0.0,0,3,Premium Customers,-0.5972590853320741,-3.2037937980104108
709930758,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,11107.0,1222,9885.0,0.538,1506,33,0.941,0.11,0,1,At-Risk Customers,-1.2504959993553977,-1.2142635239686537
789830058,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,1,2,21573.0,1585,19988.0,0.621,1384,36,2.273,0.073,0,3,Premium Customers,-0.6784208582943457,-1.9283940185241606
710299608,Attrited Customer,53,F,2,Unknown,Married,Less than $40K,Blue,33,2,3,3,2859.0,2517,342.0,0.993,817,30,0.667,0.88,1,4,Deal Hunters,-2.3893848665243524,1.1590952664243526
710741208,Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,5269.0,1475,3794.0,1.148,2094,25,0.667,0.28,0,0,Silent Users,-1.6300012767113436,-0.4315306763879177
821797008,Attrited Customer,49,M,5,College,Married,$40K - $60K,Blue,45,2,2,3,1438.3,0,1438.3,0.734,815,21,0.615,0.0,1,0,Silent Users,-1.8866396548030897,-0.991527792855083
708874533,Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,3387.0,0,3387.0,0.789,510,24,0.6,0.0,1,1,At-Risk Customers,-1.8616051710996675,-1.137975822856136
715341858,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1982.0,1289,693.0,0.939,1377,49,0.69,0.65,0,4,Deal Hunters,-1.540276773823231,0.9802691041167677
793636308,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,2,4645.0,1650,2995.0,0.912,1193,33,0.65,0.355,0,0,Silent Users,-1.6733552604958992,-0.1549791101352339
